GEOID,votes_Biden_20,votes_Trump_20,votes_total_20,margin_Biden_20,votes_Curran_21,pct_Curran_21,margin_Curran_21_ifwon,votes_Blakeman_21,votes_total_21,pct_Blakeman_21,margin_Blakeman_21_ifwon,margin_21,margin_Curran_21,pct_Biden_20,pct_Trump_20,margin_Curran_21_relto_Biden_20,Town
36059-0515075,67,37,108,27.8,5,100,100,0,5,0,0,100,100,62.03703704,34.25925926,37.96296296,5
36059-0515077,31,30,61,1.6,37,58.73,17.46,26,63,41.27,0,17.46,17.46,50.81967213,49.18032787,7.910327869,5
36059-0515078,182,303,489,-24.7,49,28,0,126,175,72,44,-44,-44,37.21881391,61.96319018,-9.218813906,5
36059-0515079,83,188,273,-38.5,24,22.64,0,82,106,77.36,54.72,-54.72,-54.72,30.4029304,68.86446886,-7.762930403,5
36059-0515080,295,486,788,-24.2,117,40.21,0,174,291,59.79,19.59,-19.58,-19.58,37.43654822,61.6751269,2.773451777,5
36059-0515081,385,624,1020,-23.4,135,34.09,0,261,396,65.91,31.82,-31.82,-31.82,37.74509804,61.17647059,-3.655098039,5
36059-0515082,333,517,864,-21.3,127,35.88,0,226,354,63.84,27.97,-27.96,-27.96,38.54166667,59.83796296,-2.661666667,5
36059-0515083,295,451,755,-20.7,113,39.93,0,170,283,60.07,20.14,-20.14,-20.14,39.07284768,59.73509934,0.857152318,5
36059-0515085,201,269,478,-14.2,80,39.02,0,125,205,60.98,21.95,-21.96,-21.96,42.05020921,56.27615063,-3.030209205,5
36059-0515086,352,542,908,-20.9,118,34.81,0,221,339,65.19,30.38,-30.38,-30.38,38.76651982,59.69162996,-3.956519824,5
36059-0515087,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,5
36059-0515089,336,325,665,1.7,193,50.52,1.05,189,382,49.48,0,1.04,1.04,50.52631579,48.87218045,-0.006315789,5
36059-0515090,474,496,996,-2.2,172,43.11,0,227,399,56.89,13.78,-13.78,-13.78,47.59036145,49.79919679,-4.480361446,5
36059-0515091,547,633,1205,-7.1,201,45.27,0,242,444,54.5,9.23,-9.23,-9.23,45.39419087,52.53112033,-0.124190871,5
36059-0515093,514,469,991,4.5,172,48.86,0,180,352,51.14,2.27,-2.28,-2.28,51.86680121,47.3259334,-3.006801211,5
36059-0515095,47,25,73,30.1,4,66.67,33.33,2,6,33.33,0,33.34,33.34,64.38356164,34.24657534,2.286438356,5
36059-0515098,964,435,1415,37.4,506,67.56,35.11,243,749,32.44,0,35.12,35.12,68.12720848,30.74204947,-0.567208481,5
36059-0515099,444,334,785,14,176,56.23,12.46,137,313,43.77,0,12.46,12.46,56.56050955,42.5477707,-0.330509554,5
36059-0515101,32,10,42,52.4,5,62.5,25,3,8,37.5,0,25,25,76.19047619,23.80952381,-13.69047619,5
36059-0515102,8,2,10,60,4,100,100,0,4,0,0,100,100,80,20,20,5
36059-0515103,178,201,382,-6,60,40,0,90,150,60,20,-20,-20,46.59685864,52.61780105,-6.596858639,5
36059-0515104,141,141,282,0,24,40.68,0,35,59,59.32,18.64,-18.64,-18.64,50,50,-9.32,5
36059-0515105,24,15,41,22,1,100,100,0,1,0,0,100,100,58.53658537,36.58536585,41.46341463,5
36059-0515106,144,143,288,0.3,42,43.3,0,54,97,55.67,12.37,-12.37,-12.37,50,49.65277778,-6.7,5
36059-0515107,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,5
36059-0517001,441,513,962,-7.5,147,43.36,0,192,339,56.64,13.27,-13.28,-13.28,45.84199584,53.32640333,-2.481995842,5
36059-0517003,41,35,76,7.9,2,14.29,0,12,14,85.71,71.43,-71.42,-71.42,53.94736842,46.05263158,-39.65736842,5
36059-0517004,370,508,889,-15.5,114,39.86,0,171,286,59.79,19.93,-19.93,-19.93,41.61979753,57.14285714,-1.759797525,5
36059-0517005,180,309,493,-26.2,82,43.16,0,108,190,56.84,13.68,-13.68,-13.68,36.51115619,62.67748479,6.648843813,5
36059-0517006,298,445,750,-19.6,104,35.25,0,191,295,64.75,29.49,-29.5,-29.5,39.73333333,59.33333333,-4.483333333,5
36059-0517007,379,690,1078,-28.8,163,36.55,0,283,446,63.45,26.91,-26.9,-26.9,35.15769944,64.00742115,1.392300557,5
36059-0517008,369,489,866,-13.9,142,41.04,0,204,346,58.96,17.92,-17.92,-17.92,42.60969977,56.4665127,-1.569699769,5
36059-0517009,210,296,511,-16.8,50,28.9,0,123,173,71.1,42.2,-42.2,-42.2,41.09589041,57.92563601,-12.19589041,5
36059-0517010,332,448,792,-14.6,131,39.7,0,199,330,60.3,20.61,-20.6,-20.6,41.91919192,56.56565657,-2.219191919,5
36059-0513053,216,123,341,27.3,68,59.65,19.3,46,114,40.35,0,19.3,19.3,63.3431085,36.07038123,-3.693108504,5
36059-0515004,245,318,568,-12.9,145,40.62,0,211,357,59.1,18.49,-18.48,-18.48,43.13380282,55.98591549,-2.513802817,5
36059-0515029,569,428,1010,14,200,50.89,2.04,192,393,48.85,0,2.04,2.04,56.33663366,42.37623762,-5.446633663,5
36059-0515055,476,473,966,0.3,143,46.13,0,167,310,53.87,7.74,-7.74,-7.74,49.27536232,48.96480331,-3.145362319,5
36059-0515006,348,489,848,-16.6,173,38.79,0,273,446,61.21,22.42,-22.42,-22.42,41.03773585,57.66509434,-2.247735849,5
36059-0515017,236,343,589,-18.2,108,37.37,0,181,289,62.63,25.26,-25.26,-25.26,40.06791171,58.23429542,-2.697911715,5
36059-0515022,279,339,627,-9.6,124,44.29,0,156,280,55.71,11.43,-11.42,-11.42,44.49760766,54.06698565,-0.207607656,5
36059-0515027,445,405,857,4.7,171,51.98,3.95,158,329,48.02,0,3.96,3.96,51.92532089,47.25787631,0.054679113,5
36059-0515018,252,224,482,5.8,109,46.19,0,127,236,53.81,7.63,-7.62,-7.62,52.28215768,46.47302905,-6.092157676,5
36059-0515025,250,258,514,-1.6,75,42.13,0,103,178,57.87,15.73,-15.74,-15.74,48.6381323,50.19455253,-6.508132296,5
36059-0515036,262,272,545,-1.8,57,35.85,0,102,159,64.15,28.3,-28.3,-28.3,48.0733945,49.90825688,-12.2233945,5
36059-0515044,306,327,645,-3.3,91,40.99,0,131,222,59.01,18.02,-18.02,-18.02,47.44186047,50.69767442,-6.451860465,5
36059-0515038,161,154,317,2.2,41,48.81,0,43,84,51.19,2.38,-2.38,-2.38,50.78864353,48.58044164,-1.978643533,5
36059-0515084,353,486,856,-15.5,147,41.64,0,206,353,58.36,16.71,-16.72,-16.72,41.23831776,56.77570093,0.401682243,5
36059-0515092,318,474,806,-19.4,125,38.58,0,199,324,61.42,22.84,-22.84,-22.84,39.45409429,58.808933,-0.874094293,5
36059-0515094,35,19,56,28.6,3,75,50,1,4,25,0,50,50,62.5,33.92857143,12.5,5
36059-0515097,230,142,376,23.4,83,55.33,10.67,67,150,44.67,0,10.66,10.66,61.17021277,37.76595745,-5.840212766,5
36059-0515088,11,24,35,-37.1,2,100,100,0,2,0,0,100,100,31.42857143,68.57142857,68.57142857,5
36059-0517002,142,140,290,0.7,45,41.28,0,64,109,58.72,17.43,-17.44,-17.44,48.96551724,48.27586207,-7.685517241,5
36059-0515096,250,234,493,3.2,84,45.41,0,101,185,54.59,9.19,-9.18,-9.18,50.70993915,47.46450304,-5.299939148,5
36059-0515100,445,346,807,12.3,161,49.39,0,165,326,50.61,1.23,-1.22,-1.22,55.1425031,42.87484511,-5.752503098,5
36059-0517011,277,472,762,-25.6,96,36.5,0,167,263,63.5,27,-27,-27,36.35170604,61.94225722,0.148293963,5
36059-0517013,300,486,796,-23.4,112,30.11,0,260,372,69.89,39.78,-39.78,-39.78,37.68844221,61.05527638,-7.578442211,5
36059-0517014,176,353,535,-33.1,61,29.19,0,147,209,70.33,41.15,-41.14,-41.14,32.89719626,65.98130841,-3.707196262,5
36059-0517015,324,551,884,-25.7,99,29.64,0,235,334,70.36,40.72,-40.72,-40.72,36.65158371,62.33031674,-7.01158371,5
36059-0517016,302,581,890,-31.3,82,23.03,0,274,356,76.97,53.93,-53.94,-53.94,33.93258427,65.28089888,-10.90258427,5
36059-0517017,220,406,633,-29.4,106,34.08,0,205,311,65.92,31.83,-31.84,-31.84,34.75513428,64.13902054,-0.675134281,5
36059-0517018,128,237,367,-29.7,47,30.13,0,109,156,69.87,39.74,-39.74,-39.74,34.8773842,64.57765668,-4.747384196,5
36059-0517019,234,416,657,-27.7,79,30.5,0,180,259,69.5,39,-39,-39,35.61643836,63.31811263,-5.116438356,5
36059-0517020,278,610,897,-37,107,28.53,0,268,375,71.47,42.93,-42.94,-42.94,30.99219621,68.00445931,-2.46219621,5
36059-0517021,282,482,773,-25.9,96,30.48,0,218,315,69.21,38.73,-38.73,-38.73,36.48124191,62.35446313,-6.001241915,5
36059-0517022,305,555,873,-28.6,103,31.02,0,229,332,68.98,37.95,-37.96,-37.96,34.93699885,63.57388316,-3.916998855,5
36059-0517023,284,600,902,-35,110,28.87,0,271,381,71.13,42.26,-42.26,-42.26,31.48558758,66.51884701,-2.615587583,5
36059-0517024,287,517,814,-28.3,88,29.63,0,209,297,70.37,40.74,-40.74,-40.74,35.25798526,63.51351351,-5.627985258,5
36059-0517025,258,438,704,-25.6,99,33.79,0,194,293,66.21,32.42,-32.42,-32.42,36.64772727,62.21590909,-2.857727273,5
36059-0517026,263,453,726,-26.2,105,33.44,0,209,314,66.56,33.12,-33.12,-33.12,36.22589532,62.39669421,-2.785895317,5
36059-0517027,255,508,773,-32.7,102,33.89,0,199,301,66.11,32.23,-32.22,-32.22,32.98835705,65.71798189,0.90164295,5
36059-0517028,179,329,515,-29.1,69,34.5,0,131,200,65.5,31,-31,-31,34.75728155,63.88349515,-0.257281553,5
36059-0517029,198,474,678,-40.7,65,22.73,0,220,286,76.92,54.2,-54.19,-54.19,29.20353982,69.91150442,-6.473539823,5
36059-0517030,362,592,965,-23.8,131,30.68,0,296,427,69.32,38.64,-38.64,-38.64,37.51295337,61.34715026,-6.832953368,5
36059-0517031,287,545,841,-30.7,126,32.06,0,267,393,67.94,35.88,-35.88,-35.88,34.12604043,64.80380499,-2.066040428,5
36059-0517032,266,476,755,-27.8,107,27.72,0,278,386,72.02,44.3,-44.3,-44.3,35.23178808,63.04635762,-7.511788079,5
36059-0517033,267,522,800,-31.9,115,30.1,0,267,382,69.9,39.79,-39.8,-39.8,33.375,65.25,-3.275,5
36059-0517034,239,444,690,-29.7,102,29.23,0,247,349,70.77,41.55,-41.54,-41.54,34.63768116,64.34782609,-5.407681159,5
36059-0517035,223,293,529,-13.2,83,38.97,0,130,213,61.03,22.07,-22.06,-22.06,42.15500945,55.38752363,-3.185009452,5
36059-0517036,269,421,704,-21.6,127,38.6,0,202,329,61.4,22.8,-22.8,-22.8,38.21022727,59.80113636,0.389772727,5
36059-0517037,263,540,818,-33.9,104,26.94,0,282,386,73.06,46.11,-46.12,-46.12,32.15158924,66.01466993,-5.211589242,5
36059-0517038,276,456,740,-24.3,115,37.22,0,194,309,62.78,25.57,-25.56,-25.56,37.2972973,61.62162162,-0.077297297,5
36059-0517039,182,217,405,-8.6,52,40.31,0,77,129,59.69,19.38,-19.38,-19.38,44.9382716,53.58024691,-4.628271605,5
36059-0517040,146,288,444,-32,58,29.74,0,137,195,70.26,40.51,-40.52,-40.52,32.88288288,64.86486486,-3.142882883,5
36059-0517041,197,263,468,-14.1,60,31.58,0,130,190,68.42,36.84,-36.84,-36.84,42.09401709,56.1965812,-10.51401709,5
36059-0517042,6,13,19,-36.8,0,0,0,0,0,0,0,0,0,31.57894737,68.42105263,-31.57894737,5
36059-0517044,94,171,268,-28.7,43,35.83,0,77,120,64.17,28.33,-28.34,-28.34,35.07462687,63.80597015,0.755373134,5
36059-0517043,211,216,436,-1.1,65,40.12,0,97,162,59.88,19.75,-19.76,-19.76,48.39449541,49.5412844,-8.274495413,5
36059-0517045,242,318,572,-13.3,81,41.33,0,115,196,58.67,17.35,-17.34,-17.34,42.30769231,55.59440559,-0.977692308,5
36059-0519001,146,170,325,-7.4,40,34.19,0,77,117,65.81,31.62,-31.62,-31.62,44.92307692,52.30769231,-10.73307692,5
36059-0519003,59,26,88,37.5,6,50,0,6,12,50,0,0,0,67.04545455,29.54545455,-17.04545455,5
36059-0519004,428,519,961,-9.5,176,43.35,0,230,406,56.65,13.3,-13.3,-13.3,44.53694069,54.0062435,-1.186940687,5
36059-0519005,296,322,628,-4.1,138,44.81,0,170,308,55.19,10.39,-10.38,-10.38,47.13375796,51.27388535,-2.323757962,5
36059-0519007,391,435,837,-5.3,171,45.97,0,201,372,54.03,8.06,-8.06,-8.06,46.71445639,51.97132616,-0.744456392,5
36059-0519008,393,398,799,-0.6,152,44.57,0,189,341,55.43,10.85,-10.86,-10.86,49.1864831,49.81226533,-4.616483104,5
36059-0519010,121,151,272,-11,26,36.62,0,45,71,63.38,26.76,-26.76,-26.76,44.48529412,55.51470588,-7.865294118,5
36059-0214106,342,506,864,-19,106,27.75,0,276,382,72.25,44.5,-44.5,-44.5,39.58333333,58.56481481,-11.83333333,2
36059-0519002,2,3,5,-20,0,0,0,0,0,0,0,0,0,40,60,-40,5
36059-0513068,533,156,699,53.9,227,77.74,55.48,65,292,22.26,0,55.48,55.48,76.25178827,22.31759657,1.488211731,5
36059-0113001,256,132,390,31.8,93,63.7,27.4,53,146,36.3,0,27.4,27.4,65.64102564,33.84615385,-1.941025641,1
36059-0214066,169,102,276,24.3,66,57.89,15.79,48,114,42.11,0,15.78,15.78,61.23188406,36.95652174,-3.341884058,2
36059-0220058,309,61,372,66.7,53,61.63,23.26,33,86,38.37,0,23.26,23.26,83.06451613,16.39784946,-21.43451613,2
36059-0221101,169,202,377,-8.8,74,44.85,0,91,165,55.15,10.3,-10.3,-10.3,44.82758621,53.58090186,0.022413793,2
36059-0222071,379,183,565,34.7,98,50.26,0.51,97,195,49.74,0,0.52,0.52,67.07964602,32.38938053,-16.81964602,2
36059-0413016,161,139,300,7.3,48,55.81,11.63,38,86,44.19,0,11.62,11.62,53.66666667,46.33333333,2.143333333,4
36059-0416037,645,335,989,31.3,149,59.36,18.73,102,251,40.64,0,18.72,18.72,65.2173913,33.87259858,-5.857391304,4
36059-0419017,525,462,997,6.3,162,42.86,0,216,378,57.14,14.29,-14.28,-14.28,52.65797392,46.33901705,-9.797973922,4
36059-0221112,400,435,850,-4.1,221,44.47,0,276,497,55.53,11.07,-11.06,-11.06,47.05882353,51.17647059,-2.588823529,2
36059-0221116,11,3,14,57.1,4,80,60,1,5,20,0,60,60,78.57142857,21.42857143,1.428571429,2
36059-0221114,50,25,76,32.9,10,66.67,33.33,5,15,33.33,0,33.34,33.34,65.78947368,32.89473684,0.880526316,2
36059-0222014,270,277,555,-1.3,97,42.54,0,131,228,57.46,14.91,-14.92,-14.92,48.64864865,49.90990991,-6.108648649,2
36059-0222098,37,1,38,94.7,0,0,0,0,0,0,0,0,0,97.36842105,2.631578947,-97.36842105,2
36059-0222097,5,1,6,66.7,0,0,0,0,0,0,0,0,0,83.33333333,16.66666667,-83.33333333,2
36059-0222094,695,128,829,68.4,218,82.58,65.15,46,264,17.42,0,65.16,65.16,83.83594692,15.44028951,-1.255946924,2
36059-0218703,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0218705,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0218706,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0218702,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0218704,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0218101,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0219064,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0219701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0219702,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0219703,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0219065,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0220702,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0220093,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0221701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0221702,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0221707,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0221705,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0221706,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0221703,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0221704,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0221140,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0222701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0222108,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0413029,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0413028,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0413030,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0413031,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0413701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0413702,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0416703,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0416701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0416704,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0416702,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
36059-0513073,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
36059-0515701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
36059-0515108,3,6,9,-33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33333333,66.66666667,NA,5
36059-0515702,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
36059-0515703,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
36059-0416099,731,471,1216,21.4,272,64.3,28.61,151,423,35.7,0,28.6,28.6,60.11513158,38.73355263,4.184868421,4
36059-0218002,392,56,452,74.3,89,67.42,34.85,43,132,32.58,0,34.84,34.84,86.72566372,12.38938053,-19.30566372,2
36059-0221107,228,296,531,-12.8,98,36.98,0,167,265,63.02,26.04,-26.04,-26.04,42.93785311,55.74387947,-5.957853107,2
36059-0416004,219,439,663,-33.2,76,23.97,0,241,317,76.03,52.05,-52.06,-52.06,33.03167421,66.21417798,-9.061674208,4
36059-0416039,647,411,1075,22,196,59.94,19.88,131,327,40.06,0,19.88,19.88,60.18604651,38.23255814,-0.246046512,4
36059-0513064,59,30,90,32.2,4,57.14,14.29,3,7,42.86,0,14.28,14.28,65.55555556,33.33333333,-8.415555556,5
36059-0515015,500,496,1011,0.4,214,49.31,0,219,434,50.46,1.15,-1.15,-1.15,49.45598417,49.0603363,-0.145984174,5
36059-0515076,211,196,413,3.6,54,54,8,46,100,46,0,8,8,51.08958838,47.45762712,2.910411622,5
36059-0517012,392,598,1005,-20.5,132,33.17,0,266,398,66.83,33.67,-33.66,-33.66,39.00497512,59.50248756,-5.834975124,5
36059-0222061,845,180,1032,64.4,171,78.08,56.16,48,219,21.92,0,56.16,56.16,81.87984496,17.44186047,-3.799844961,2
36059-0222048,566,132,710,61.1,138,73.02,46.03,51,189,26.98,0,46.04,46.04,79.71830986,18.5915493,-6.698309859,2
36059-0222075,539,330,880,23.8,142,47.18,0,159,301,52.82,5.65,-5.64,-5.64,61.25,37.5,-14.07,2
36059-0222091,300,137,444,36.7,93,62,24,57,150,38,0,24,24,67.56756757,30.85585586,-5.567567568,2
36059-0220005,341,400,747,-7.9,103,40.87,0,149,252,59.13,18.25,-18.26,-18.26,45.64926372,53.54752343,-4.779263722,2
36059-0222076,274,194,472,16.9,72,54.96,9.92,59,131,45.04,0,9.92,9.92,58.05084746,41.10169492,-3.090847458,2
36059-0222093,480,426,911,5.9,172,50.15,0.29,171,343,49.85,0,0.3,0.3,52.68935236,46.76180022,-2.53935236,2
36059-0220001,108,217,328,-33.2,34,24.11,0,107,141,75.89,51.77,-51.78,-51.78,32.92682927,66.15853659,-8.816829268,2
36059-0220090,1,2,3,-33.3,1,100,100,0,1,0,0,100,100,33.33333333,66.66666667,66.66666667,2
36059-0222102,125,139,266,-5.3,32,42.67,0,43,75,57.33,14.67,-14.66,-14.66,46.9924812,52.2556391,-4.322481203,2
36059-0220046,131,412,549,-51.2,79,33.05,0,160,239,66.95,33.89,-33.9,-33.9,23.86156648,75.04553734,9.188433515,2
36059-0220012,181,509,703,-46.7,119,36.96,0,203,322,63.04,26.09,-26.08,-26.08,25.74679943,72.40398293,11.21320057,2
36059-0220009,168,684,858,-60.1,104,28.18,0,265,369,71.82,43.63,-43.64,-43.64,19.58041958,79.72027972,8.59958042,2
36059-0220045,178,494,682,-46.3,96,32.76,0,196,293,66.89,34.13,-34.13,-34.13,26.09970674,72.4340176,6.660293255,2
36059-0220023,127,162,292,-12,27,38.03,0,44,71,61.97,23.94,-23.94,-23.94,43.49315068,55.47945205,-5.463150685,2
36059-0220022,295,179,477,24.3,110,61.45,22.91,69,179,38.55,0,22.9,22.9,61.84486373,37.52620545,-0.394863732,2
36059-0220041,549,592,1157,-3.7,210,45.65,0,249,460,54.13,8.48,-8.48,-8.48,47.45030251,51.16681072,-1.800302506,2
36059-0220043,370,358,730,1.6,195,54.17,8.33,165,360,45.83,0,8.34,8.34,50.68493151,49.04109589,3.485068493,2
36059-0220044,220,229,455,-2,91,45.05,0,111,202,54.95,9.9,-9.9,-9.9,48.35164835,50.32967033,-3.301648352,2
36059-0220042,95,100,198,-2.5,28,38.36,0,45,73,61.64,23.29,-23.28,-23.28,47.97979798,50.50505051,-9.61979798,2
36059-0218087,2,1,3,33.3,2,100,100,0,2,0,0,100,100,66.66666667,33.33333333,33.33333333,2
36059-0218701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0221001,458,452,921,0.7,190,51.08,2.42,181,372,48.66,0,2.42,2.42,49.72855592,49.07709012,1.351444083,2
36059-0214112,0,1,1,-100,0,0,0,2,2,100,100,-100,-100,0,100,0,2
36059-0218092,19,37,57,-31.6,16,43.24,0,21,37,56.76,13.51,-13.52,-13.52,33.33333333,64.9122807,9.906666667,2
36059-0218083,168,131,301,12.3,55,46.22,0,64,119,53.78,7.56,-7.56,-7.56,55.81395349,43.52159468,-9.593953488,2
36059-0519009,393,629,1040,-22.7,85,27.6,0,223,308,72.4,44.81,-44.8,-44.8,37.78846154,60.48076923,-10.18846154,5
36059-0519006,299,303,611,-0.7,129,51.81,3.61,120,249,48.19,0,3.62,3.62,48.93617021,49.5908347,2.873829787,5
36059-0220075,180,283,468,-22,69,39.88,0,103,173,59.54,19.65,-19.66,-19.66,38.46153846,60.47008547,1.418461538,2
36059-0220037,366,338,713,3.9,125,47.35,0,139,264,52.65,5.3,-5.3,-5.3,51.33239832,47.40532959,-3.982398317,2
36059-0220701,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0222702,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0222066,406,113,526,55.7,103,65.61,31.21,54,157,34.39,0,31.22,31.22,77.18631179,21.48288973,-11.57631179,2
36059-0214097,324,536,872,-24.3,149,33.94,0,289,439,65.83,31.89,-31.89,-31.89,37.1559633,61.46788991,-3.215963303,2
36059-0214096,306,546,873,-27.5,124,28.7,0,308,432,71.3,42.59,-42.6,-42.6,35.05154639,62.54295533,-6.351546392,2
36059-0214091,329,397,731,-9.3,118,39.6,0,180,298,60.4,20.81,-20.8,-20.8,45.00683995,54.30916553,-5.406839945,2
36059-0214094,326,565,902,-26.5,158,33.83,0,309,467,66.17,32.33,-32.34,-32.34,36.14190687,62.63858093,-2.311906874,2
36059-0220094,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0220073,252,251,507,0.2,116,41.88,0,161,277,58.12,16.25,-16.24,-16.24,49.70414201,49.50690335,-7.824142012,2
36059-0509015,241,547,801,-38.2,92,29.21,0,223,315,70.79,41.59,-41.58,-41.58,30.08739076,68.28963795,-0.877390762,5
36059-0209001,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
36059-0513004,286,438,729,-20.9,123,33.61,0,243,366,66.39,32.79,-32.78,-32.78,39.23182442,60.08230453,-5.621824417,5
36059-0416106,487,68,562,74.6,158,83.6,67.2,31,189,16.4,0,67.2,67.2,86.65480427,12.09964413,-3.05480427,4
